장소명,x,y,주소,ID,카테고리,그룹코드,전화번호,상세URL,상권,업종
10평파스타,126.90653088301868,37.55756563347033,서울 마포구 망원동 494,1181461605,음식점 > 양식 > 이탈리안,FD6,02-332-3555,http://place.map.kakao.com/1181461605,망리단길,양식음식점
노모어피자 마포구청점,126.904779426401,37.5616070060945,서울 마포구 망원동 474-2,988313618,음식점 > 양식 > 피자,FD6,02-3144-1233,http://place.map.kakao.com/988313618,마포구청역 7번,양식음식점
그램피언스,126.90830897204346,37.55380085892859,서울 마포구 망원동 384-63,895393522,음식점 > 양식,FD6,0503-7151-2817,http://place.map.kakao.com/895393522,망리단길,양식음식점
논드라이,126.905567945427,37.5538239264956,서울 마포구 망원동 395-4,213806746,음식점 > 양식 > 이탈리안,FD6,0507-1487-0908,http://place.map.kakao.com/213806746,망리단길,양식음식점
푸드실방,126.906329728286,37.5528055049362,서울 마포구 망원동 394-91,1794117032,음식점 > 양식,FD6,없음,http://place.map.kakao.com/1794117032,망리단길,양식음식점
피자빌스,126.898652040922,37.5580267507819,서울 마포구 망원동 430-24,1341512562,음식점 > 양식 > 피자,FD6,070-8866-4146,http://place.map.kakao.com/1341512562,동교초등학교,양식음식점
타이거보틀샵,126.904773338255,37.5574975552671,서울 마포구 망원동 423-4,474118417,음식점 > 양식,FD6,0507-1470-9887,http://place.map.kakao.com/474118417,망원월드컵시장,양식음식점
스낵팩 멜번 망원,126.903190960016,37.5558807805894,서울 마포구 망원동 409-40,1063795736,음식점 > 양식,FD6,0503-7151-1373,http://place.map.kakao.com/1063795736,망리단길,양식음식점
둥글,126.903775021327,37.5575760336076,서울 마포구 망원동 422-13,645660762,음식점 > 양식,FD6,02-324-0928,http://place.map.kakao.com/645660762,동교초등학교,양식음식점
쿠루리,126.90022735072486,37.55896332717632,서울 마포구 망원동 438-21,770918827,음식점 > 양식,FD6,0503-7151-8473,http://place.map.kakao.com/770918827,동교초등학교,양식음식점
델피스 스테이크버거,126.910069710737,37.5549086380692,서울 마포구 망원동 379-10,1998182557,음식점 > 양식 > 햄버거,FD6,없음,http://place.map.kakao.com/1998182557,망리단길,양식음식점
소셜다이닝 피델리오,126.90795539791,37.556032354457,서울 마포구 망원동 57-57,1882667213,음식점 > 양식,FD6,없음,http://place.map.kakao.com/1882667213,망리단길,양식음식점
선데이카리오카,126.904431191931,37.5568882048074,서울 마포구 망원동 415-29,2127662487,음식점 > 양식,FD6,0503-7153-6770,http://place.map.kakao.com/2127662487,망리단길,양식음식점
프롬하노이,126.90709083760208,37.5550477882336,서울 마포구 망원동 57-187,726881907,음식점 > 아시아음식 > 동남아음식 > 베트남음식,FD6,없음,http://place.map.kakao.com/726881907,망리단길,양식음식점
라오삐약,126.90442858913929,37.5527228916431,서울 마포구 망원동 396-27,539411343,음식점 > 아시아음식,FD6,02-322-7735,http://place.map.kakao.com/539411343,망리단길,양식음식점
발리인망원,126.90594438681768,37.5532556974622,서울 마포구 망원동 394-86,1463550532,음식점 > 아시아음식,FD6,02-336-0527,http://place.map.kakao.com/1463550532,망리단길,양식음식점
포썸,126.90343813534368,37.552895978358535,서울 마포구 망원동 521,1296705695,음식점 > 아시아음식 > 동남아음식 > 베트남음식,FD6,070-4413-0915,http://place.map.kakao.com/1296705695,망리단길,양식음식점
코랏,126.908237376374,37.5568128375127,서울 마포구 망원동 57-38,1694999007,음식점 > 아시아음식 > 동남아음식 > 태국음식,FD6,0507-1337-1679,http://place.map.kakao.com/1694999007,망리단길,양식음식점
엉클포,126.910860095213,37.5545389274649,서울 마포구 망원동 386-11,1021519209,음식점 > 아시아음식 > 동남아음식 > 베트남음식,FD6,02-6949-4202,http://place.map.kakao.com/1021519209,망원역,양식음식점
고타이,126.905387963564,37.554750908846,서울 마포구 망원동 400-19,1363548461,음식점 > 아시아음식 > 동남아음식 > 태국음식,FD6,070-4066-5535,http://place.map.kakao.com/1363548461,망리단길,양식음식점
하노이엔,126.905108565304,37.56089007793,서울 마포구 망원동 477-1,1450813260,음식점 > 아시아음식 > 동남아음식 > 베트남음식,FD6,02-338-7770,http://place.map.kakao.com/1450813260,KB국민은행 망원동지점,양식음식점
르보분,126.900493722167,37.5552568501611,서울 마포구 망원동 418-38,1745514021,음식점 > 아시아음식,FD6,없음,http://place.map.kakao.com/1745514021,망리단길,양식음식점
포옹남망원,126.89863517345344,37.55627519809139,서울 마포구 망원동 453-7,1717279625,음식점 > 아시아음식 > 동남아음식,FD6,없음,http://place.map.kakao.com/1717279625,동교초등학교,양식음식점
신짜오,126.904630077453,37.5571262288515,서울 마포구 망원동 414-82,936405460,음식점 > 아시아음식 > 동남아음식 > 베트남음식,FD6,없음,http://place.map.kakao.com/936405460,망리단길,양식음식점
밀객,126.904051995093,37.5578168252095,서울 마포구 망원동 427-20,420527431,음식점 > 아시아음식 > 동남아음식 > 베트남음식,FD6,02-332-9410,http://place.map.kakao.com/420527431,동교초등학교,양식음식점
코브라파스타클럽,126.904583545267,37.555453039477,서울 마포구 망원동 404-3,1584328670,음식점 > 양식 > 이탈리안,FD6,070-4100-0088,http://place.map.kakao.com/1584328670,망리단길,양식음식점
땡초곱창 망원점,126.90450166798544,37.55753427672269,서울 마포구 망원동 423-20,8951764,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,02-322-6007,http://place.map.kakao.com/8951764,망원월드컵시장,한식음식점
족발천하 망원점,126.908753029375,37.5571628240228,서울 마포구 망원동 57-33,19833909,"음식점 > 한식 > 육류,고기 > 족발,보쌈",FD6,없음,http://place.map.kakao.com/19833909,망리단길,한식음식점
고기도국수면,126.907770259148,37.557490023359,서울 마포구 망원동 485-33,18208683,"음식점 > 한식 > 육류,고기 > 삼겹살",FD6,02-323-2366,http://place.map.kakao.com/18208683,망리단길,한식음식점
황제정육식당 망원점,126.905631979458,37.5604814450143,서울 마포구 망원동 477-4,1623215222,"음식점 > 한식 > 육류,고기",FD6,없음,http://place.map.kakao.com/1623215222,KB국민은행 망원동지점,한식음식점
돼지야,126.90575766010056,37.56044190155837,서울 마포구 망원동 477-9,10286755,"음식점 > 한식 > 육류,고기",FD6,02-333-5176,http://place.map.kakao.com/10286755,KB국민은행 망원동지점,한식음식점
강통족발,126.90584475372968,37.56048611987061,서울 마포구 망원동 477-4,179297082,"음식점 > 한식 > 육류,고기 > 족발,보쌈",FD6,0502-5552-3121,http://place.map.kakao.com/179297082,KB국민은행 망원동지점,한식음식점
삼겹살데이,126.906787826022,37.5575397076839,서울 마포구 망원동 494,22251823,"음식점 > 한식 > 육류,고기 > 삼겹살",FD6,02-353-0173,http://place.map.kakao.com/22251823,망리단길,한식음식점
본가껍데기 본점,126.90472326116652,37.55238345362236,서울 마포구 망원동 394-79,1190084450,"음식점 > 한식 > 육류,고기",FD6,02-322-3274,http://place.map.kakao.com/1190084450,망리단길,한식음식점
지호한방삼계탕 마포구청역점,126.90393043836195,37.56169912096142,서울 마포구 망원동 471-19,27321938,"음식점 > 한식 > 육류,고기 > 닭요리 > 지호한방삼계탕",FD6,02-337-3839,http://place.map.kakao.com/27321938,마포구청역 7번,한식음식점
망원꽃돼지,126.906273046643,37.5528829457613,서울 마포구 망원동 394-89,506906756,"음식점 > 한식 > 육류,고기 > 족발,보쌈",FD6,02-336-5744,http://place.map.kakao.com/506906756,망리단길,한식음식점
망원숯불갈비,126.909456690415,37.5555343627619,서울 마포구 망원동 379-3,1454012829,"음식점 > 한식 > 육류,고기 > 갈비",FD6,02-326-0979,http://place.map.kakao.com/1454012829,망원역,한식음식점
6호선닭한마리,126.90363178818,37.5615808470491,서울 마포구 망원동 471-32,21410440,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,02-335-1400,http://place.map.kakao.com/21410440,마포구청역 7번,한식음식점
연탄불소금구이,126.89861131526732,37.55634275239898,서울 마포구 망원동 453-7,16048039,"음식점 > 한식 > 육류,고기",FD6,02-333-3622,http://place.map.kakao.com/16048039,동교초등학교,한식음식점
교동왕족발,126.9064108419629,37.55581490092438,서울 마포구 망원동 412-28,15219117,"음식점 > 한식 > 육류,고기 > 족발,보쌈",FD6,02-323-9956,http://place.map.kakao.com/15219117,망원시장,한식음식점
육회by유신 망원점,126.90635823221211,37.55896744784585,서울 마포구 망원동 479-91,27543702,"음식점 > 한식 > 육류,고기",FD6,070-8779-6565,http://place.map.kakao.com/27543702,KB국민은행 망원동지점,한식음식점
망원떡갈비,126.906155163758,37.5566418134327,서울 마포구 망원동 486-8,158970766,"음식점 > 한식 > 육류,고기",FD6,02-332-1618,http://place.map.kakao.com/158970766,망원시장,한식음식점
삼삼이네삼겹살,126.903135506987,37.5602505701323,서울 마포구 망원동 435-33,16932165,"음식점 > 한식 > 육류,고기 > 삼겹살",FD6,02-337-3303,http://place.map.kakao.com/16932165,마포구청역 7번,한식음식점
망원갈매기,126.902065466101,37.5597559412557,서울 마포구 망원동 436-36,1206453002,"음식점 > 한식 > 육류,고기",FD6,0503-7151-7278,http://place.map.kakao.com/1206453002,마포구청역 7번,한식음식점
상암한우한마리,126.899823116263,37.5557211976975,서울 마포구 망원동 418-14,16762392,"음식점 > 한식 > 육류,고기",FD6,02-3142-0310,http://place.map.kakao.com/16762392,망리단길,한식음식점
장군이네 대패삼겹,126.90358145310316,37.56023922219692,서울 마포구 망원동 475-56,1120974829,"음식점 > 한식 > 육류,고기 > 삼겹살",FD6,02-2637-8881,http://place.map.kakao.com/1120974829,KB국민은행 망원동지점,한식음식점
월강김치생삼겹살,126.904177275338,37.5527839558054,서울 마포구 망원동 396-33,1666915656,"음식점 > 한식 > 육류,고기",FD6,02-332-1199,http://place.map.kakao.com/1666915656,망리단길,한식음식점
엉터리생고기 무한대패 망원점,126.906218872703,37.5599899685015,서울 마포구 망원동 478-17,210489377,"음식점 > 한식 > 육류,고기 > 삼겹살 > 엉터리생고기 무한대패",FD6,02-333-0307,http://place.map.kakao.com/210489377,KB국민은행 망원동지점,한식음식점
대패상회,126.907398808968,37.5576771399977,서울 마포구 망원동 485-37,1086260051,"음식점 > 한식 > 육류,고기",FD6,없음,http://place.map.kakao.com/1086260051,망리단길,한식음식점
망원 굽,126.902787688827,37.5570382305951,서울 마포구 망원동 421-15,555030955,"음식점 > 한식 > 육류,고기",FD6,0503-7152-2399,http://place.map.kakao.com/555030955,동교초등학교,한식음식점
동래정 망원점,126.909492417704,37.5559380369484,서울 마포구 망원동 377-5,1038614432,"음식점 > 한식 > 육류,고기 > 동래정",FD6,010-5040-6693,http://place.map.kakao.com/1038614432,망원역,한식음식점
자매네삼곱,126.901531320137,37.5545477341048,서울 마포구 망원동 406-13,2128506444,"음식점 > 한식 > 육류,고기 > 삼겹살",FD6,없음,http://place.map.kakao.com/2128506444,망리단길,한식음식점
한강돼지집,126.898640841937,37.5562679949867,서울 마포구 망원동 453-7,81616346,"음식점 > 한식 > 육류,고기 > 삼겹살",FD6,010-3109-1678,http://place.map.kakao.com/81616346,동교초등학교,한식음식점
고기로19,126.899126280057,37.5563278765217,서울 마포구 망원동 419-3,2073687722,"음식점 > 한식 > 육류,고기 > 삼겹살",FD6,없음,http://place.map.kakao.com/2073687722,동교초등학교,한식음식점
솥고집 마포구청역점,126.90637176840409,37.55990809915932,서울 마포구 망원동 478-9,115125143,음식점 > 한식,FD6,02-324-6092,http://place.map.kakao.com/115125143,KB국민은행 망원동지점,한식음식점
만복기사식당,126.899927838397,37.5552707878608,서울 마포구 망원동 455-1,11969069,음식점 > 기사식당,FD6,02-3141-8314,http://place.map.kakao.com/11969069,망리단길,한식음식점
엄마손쌈밥집,126.905453324542,37.5603461526058,서울 마포구 망원동 477-12,853014263,음식점 > 한식 > 쌈밥,FD6,02-338-3600,http://place.map.kakao.com/853014263,KB국민은행 망원동지점,한식음식점
지리산김치찌개,126.90349250309932,37.5528599828997,서울 마포구 망원동 521,1930910443,음식점 > 한식,FD6,02-336-5666,http://place.map.kakao.com/1930910443,망리단길,한식음식점
망원감자탕,126.905468193561,37.5539517883293,서울 마포구 망원동 395-4,797890853,음식점 > 한식 > 감자탕,FD6,02-336-6292,http://place.map.kakao.com/797890853,망리단길,한식음식점
만월,126.90909016198128,37.556339572686895,서울 마포구 망원동 377-1,740304952,"음식점 > 한식 > 육류,고기",FD6,없음,http://place.map.kakao.com/740304952,망원역,한식음식점
여장군 망원점,126.903347085125,37.5611805719203,서울 마포구 망원동 435-40,1742080584,"음식점 > 한식 > 육류,고기",FD6,02-6953-2928,http://place.map.kakao.com/1742080584,마포구청역 7번,한식음식점
우정식당,126.905877289615,37.558014711739,서울 마포구 망원동 483-17,606464308,음식점 > 한식,FD6,02-332-5803,http://place.map.kakao.com/606464308,망원월드컵시장,한식음식점
꽃삼정 본점,126.89959209947212,37.55582731913563,서울 마포구 망원동 418-25,780895144,"음식점 > 한식 > 육류,고기",FD6,없음,http://place.map.kakao.com/780895144,망리단길,한식음식점
훈이네빈대떡,126.90596525617542,37.55646146290605,서울 마포구 망원동 411-21,769867034,음식점 > 한식,FD6,없음,http://place.map.kakao.com/769867034,망원시장,한식음식점
더드림 김치요리전문점 망원점,126.9082514981534,37.55729488193537,서울 마포구 망원동 57-365,597024774,"음식점 > 한식 > 찌개,전골",FD6,02-336-8068,http://place.map.kakao.com/597024774,망리단길,한식음식점
전주식당,126.905135080943,37.5578303143492,서울 마포구 망원동 423-9,2028075183,음식점 > 한식,FD6,없음,http://place.map.kakao.com/2028075183,망원월드컵시장,한식음식점
가정식고바우식당,126.8991500297048,37.556340510776046,서울 마포구 망원동 419-3,16047613,음식점 > 한식,FD6,02-332-5345,http://place.map.kakao.com/16047613,동교초등학교,한식음식점
마포나루,126.899153021715,37.555799915019,서울 마포구 망원동 454-2,15188439,음식점 > 한식,FD6,02-324-2072,http://place.map.kakao.com/15188439,망원나들목체육관,한식음식점
숯불설레임,126.90576620525248,37.55365649933943,서울 마포구 망원동 395-39,88302540,"음식점 > 한식 > 육류,고기",FD6,02-326-0345,http://place.map.kakao.com/88302540,망리단길,한식음식점
신당동이모네곱창,126.89922028528,37.5562756989686,서울 마포구 망원동 419-3,861821350,"음식점 > 한식 > 육류,고기 > 곱창,막창",FD6,02-322-1988,http://place.map.kakao.com/861821350,동교초등학교,한식음식점
용머리 횟집,126.9000508118058,37.55555921115677,서울 마포구 망원동 418-12,13319939,"음식점 > 한식 > 해물,생선 > 회",FD6,02-337-8855,http://place.map.kakao.com/13319939,망리단길,한식음식점
현이네회시장,126.90621425176386,37.56006474755768,서울 마포구 망원동 478-5,1878597817,"음식점 > 한식 > 해물,생선 > 회",FD6,02-322-6280,http://place.map.kakao.com/1878597817,KB국민은행 망원동지점,한식음식점
369 활어회포장전문,126.90612917193216,37.55661115886796,서울 마포구 망원동 486-8,282976694,"음식점 > 한식 > 해물,생선 > 회",FD6,02-332-4956,http://place.map.kakao.com/282976694,망원시장,한식음식점
육회바른연어 망원시장점,126.907229048563,37.5576734027399,서울 마포구 망원동 485-10,2011961596,"음식점 > 한식 > 해물,생선 > 회 > 육회바른연어",FD6,02-6956-1123,http://place.map.kakao.com/2011961596,망리단길,한식음식점
어수선회&초밥,126.907543620446,37.5577214023359,서울 마포구 망원동 485-2,1063033896,"음식점 > 한식 > 해물,생선 > 회",FD6,02-332-2979,http://place.map.kakao.com/1063033896,망리단길,한식음식점
아끼야,126.90418976166175,37.5607100375921,서울 마포구 망원동 473-5,1323062498,"음식점 > 일식 > 돈까스,우동",FD6,없음,http://place.map.kakao.com/1323062498,마포구청역 7번,일식음식점
단바 서울,126.903777849505,37.5536161528172,서울 마포구 망원동 395-29,712928271,음식점 > 술집 > 칵테일바,FD6,010-9552-4149,http://place.map.kakao.com/712928271,망리단길,호프-간이주점
후라이보이 망원점,126.906329720393,37.5528118119078,서울 마포구 망원동 394-91,1057119913,음식점 > 일식,FD6,없음,http://place.map.kakao.com/1057119913,망리단길,일식음식점
토리야타이,126.910157706145,37.5551411623994,서울 마포구 망원동 378-9,1679778074,음식점 > 일식,FD6,02-336-3789,http://place.map.kakao.com/1679778074,망원역,일식음식점
안티소셜위스키클럽,126.9070086204267,37.552905151300585,서울 마포구 망원동 338-65,1800291745,음식점 > 술집,FD6,없음,http://place.map.kakao.com/1800291745,망리단길,호프-간이주점
역전할머니맥주 망원점,126.909166524823,37.5558981428064,서울 마포구 망원동 376-6,1195391895,"음식점 > 술집 > 호프,요리주점 > 역전할머니맥주",FD6,02-332-1984,http://place.map.kakao.com/1195391895,망리단길,호프-간이주점
홍대무라,126.901828727116,37.560765761799,서울 마포구 망원동 467-28,1698974915,음식점 > 퓨전요리 > 퓨전일식,FD6,070-4240-6902,http://place.map.kakao.com/1698974915,마포구청역 7번,일식음식점
프로그,126.9063297282863,37.5528055049362,서울 마포구 망원동 394-91,1972048471,"음식점 > 술집 > 호프,요리주점",FD6,없음,http://place.map.kakao.com/1972048471,망리단길,호프-간이주점
즐거운포차,126.90550410496466,37.55239939808161,서울 마포구 망원동 394-111,22016327,음식점 > 술집 > 실내포장마차,FD6,010-5248-0633,http://place.map.kakao.com/22016327,망리단길,호프-간이주점
아부찌부대찌개 망원점,126.905506182545,37.5579243156226,서울 마포구 망원동 423-12,141650150,"음식점 > 한식 > 찌개,전골 > 아부찌부대찌개",FD6,없음,http://place.map.kakao.com/141650150,망원월드컵시장,한식음식점
타코야키쿤,126.900510066612,37.5565831318428,서울 마포구 망원동 420-19,2075879845,음식점 > 일식,FD6,070-8299-9700,http://place.map.kakao.com/2075879845,동교초등학교,일식음식점
로바타우직,126.905410568386,37.5547743528903,서울 마포구 망원동 400-19,1250871408,음식점 > 술집 > 일본식주점,FD6,0503-7152-7272,http://place.map.kakao.com/1250871408,망리단길,호프-간이주점
코멘터리사운드,126.907809230832,37.5570909120971,서울 마포구 망원동 485-23,1046663734,음식점 > 술집 > 와인바,FD6,010-3674-2272,http://place.map.kakao.com/1046663734,망리단길,호프-간이주점
공작,126.9042709545,37.5538652289647,서울 마포구 망원동 399-12,26643625,음식점 > 술집 > 와인바,FD6,070-8876-0404,http://place.map.kakao.com/26643625,망리단길,호프-간이주점
마개,126.9076961921406,37.55514466973812,서울 마포구 망원동 57-283,561329708,"음식점 > 술집 > 호프,요리주점",FD6,0503-7152-8429,http://place.map.kakao.com/561329708,망리단길,호프-간이주점
리파인 망원,126.906239005544,37.5529549985524,서울 마포구 망원동 394-89,1189035228,음식점 > 한식,FD6,0503-7152-6912,http://place.map.kakao.com/1189035228,망리단길,한식음식점
라비뛰드,126.908616918023,37.5574086909543,서울 마포구 망원동 57-426,1967666118,"음식점 > 간식 > 제과,베이커리",FD6,010-2134-3559,http://place.map.kakao.com/1967666118,망리단길,제과점
뱃놀이,126.90835243412904,37.55527582555443,서울 마포구 망원동 380-19,2007237684,"음식점 > 술집 > 호프,요리주점",FD6,02-332-7949,http://place.map.kakao.com/2007237684,망리단길,호프-간이주점
포도당,126.903286055818,37.5593605088636,서울 마포구 망원동 475-30,1846042132,음식점 > 술집 > 와인바,FD6,02-336-6612,http://place.map.kakao.com/1846042132,KB국민은행 망원동지점,호프-간이주점
풀 발효부엌,126.905032258862,37.5550218235044,서울 마포구 망원동 404-39,2076442584,음식점 > 뷔페 > 채식뷔페,FD6,070-4047-3133,http://place.map.kakao.com/2076442584,망리단길,양식음식점
매실(maesil),126.90767976308,37.5547013661682,서울 마포구 망원동 57-100,783140474,음식점 > 술집 > 와인바,FD6,0502-5550-1680,http://place.map.kakao.com/783140474,망리단길,호프-간이주점
성광대도 망원,126.90502361213134,37.554701061463824,서울 마포구 망원동 399-34,1364999091,음식점 > 한식,FD6,070-8845-0327,http://place.map.kakao.com/1364999091,망리단길,한식음식점
마초나초,126.89974274369494,37.55573554542861,서울 마포구 망원동 418-17,6504788,음식점 > 양식,FD6,0502-5552-2529,http://place.map.kakao.com/6504788,망리단길,양식음식점
싱싱샐러드 망원점,126.90421489797168,37.56052535370541,서울 마포구 망원동 476-17,277058754,음식점 > 샐러드,FD6,없음,http://place.map.kakao.com/277058754,KB국민은행 망원동지점,양식음식점
시포,126.908116464685,37.5566613759533,서울 마포구 망원동 57-41,1426348311,음식점 > 술집 > 와인바,FD6,0502-5553-4370,http://place.map.kakao.com/1426348311,망리단길,호프-간이주점
르디바인 망원 LeDevine mangwon,126.90338945977,37.5546591907889,서울 마포구 망원동 405-23,321737402,음식점 > 술집 > 와인바,FD6,070-4102-4510,http://place.map.kakao.com/321737402,망리단길,호프-간이주점
아루감,126.90845885163,37.5570977245202,서울 마포구 망원동 57-36,1559821182,음식점 > 술집 > 칵테일바,FD6,없음,http://place.map.kakao.com/1559821182,망리단길,호프-간이주점
하이에나,126.908314198676,37.5569246208365,서울 마포구 망원동 57-295,1777278745,"음식점 > 술집 > 호프,요리주점",FD6,070-4042-1536,http://place.map.kakao.com/1777278745,망리단길,호프-간이주점
프레퍼스 망원직영점,126.908213840628,37.5575471318329,서울 마포구 망원동 484-11,1411547070,음식점 > 샐러드,FD6,02-336-3538,http://place.map.kakao.com/1411547070,망리단길,양식음식점
카테고리나인,126.903943856891,37.5547731687851,서울 마포구 망원동 404-7,2068127884,음식점 > 양식 > 피자,FD6,없음,http://place.map.kakao.com/2068127884,망리단길,양식음식점
피자먹다 망원점,126.902340360407,37.5607247402697,서울 마포구 망원동 435-44,114090745,음식점 > 양식 > 피자 > 피자먹다,FD6,없음,http://place.map.kakao.com/114090745,마포구청역 7번,양식음식점
자마버거,126.902967984719,37.5541524845911,서울 마포구 망원동 398-35,87958990,음식점 > 양식 > 햄버거,FD6,없음,http://place.map.kakao.com/87958990,망리단길,양식음식점
맥도날드 망원점,126.90977742489936,37.556096830594846,서울 마포구 망원동 377-19,7861587,음식점 > 패스트푸드 > 맥도날드,FD6,02-6391-8500,http://place.map.kakao.com/7861587,망원역,패스트푸드점
맘스터치 망원역점,126.90949516172653,37.555540699232296,서울 마포구 망원동 379-3,9023941,음식점 > 패스트푸드 > 맘스터치,FD6,02-323-5285,http://place.map.kakao.com/9023941,망원역,패스트푸드점
버거킹 마포구청역점,126.90491546870712,37.56143142143796,서울 마포구 망원동 474-3,609361648,음식점 > 패스트푸드 > 버거킹,FD6,070-7462-8524,http://place.map.kakao.com/609361648,마포구청역 7번,패스트푸드점
롯데리아 망원점,126.909596080594,37.5563165352104,서울 마포구 망원동 377-2,25550532,음식점 > 패스트푸드 > 롯데리아,FD6,02-325-8171,http://place.map.kakao.com/25550532,망원역,패스트푸드점
BBQ 망원점,126.903363180527,37.5592344324727,서울 마포구 망원동 475-35,18900613,음식점 > 치킨 > BBQ,FD6,02-322-0774,http://place.map.kakao.com/18900613,KB국민은행 망원동지점,치킨전문점
BBQ 한강버스망원선착장점,126.89468438224608,37.55457245940266,서울 마포구 망원동 205-8,65852876,음식점 > 치킨 > BBQ,FD6,없음,http://place.map.kakao.com/65852876,망리단길,치킨전문점
박군치킨,126.899379592056,37.5556343248257,서울 마포구 망원동 454-26,1860817413,음식점 > 치킨,FD6,02-332-1375,http://place.map.kakao.com/1860817413,망원나들목체육관,치킨전문점
숯불바베큐치킨,126.903397922802,37.560376924651,서울 마포구 망원동 435-24,21410147,음식점 > 치킨,FD6,0503-5253-7104,http://place.map.kakao.com/21410147,마포구청역 7번,치킨전문점
윤사부치킨 망원점,126.90206196418475,37.55378412956952,서울 마포구 망원동 457-1,118239889,음식점 > 치킨,FD6,02-6369-9989,http://place.map.kakao.com/118239889,망원나들목체육관,치킨전문점
BHC치킨 망원점,126.90021831206327,37.55895160658641,서울 마포구 망원동 438-21,228017396,음식점 > 치킨 > BHC치킨,FD6,02-332-5889,http://place.map.kakao.com/228017396,동교초등학교,치킨전문점
계림원 망원점,126.903026768401,37.5568230889002,서울 마포구 망원동 416-49,21409871,음식점 > 치킨 > 계림원,FD6,02-336-2977,http://place.map.kakao.com/21409871,망리단길,치킨전문점
큐스닭강정,126.90626310437702,37.55630312423827,서울 마포구 망원동 414-24,19949548,음식점 > 치킨,FD6,02-3143-5577,http://place.map.kakao.com/19949548,망원시장,치킨전문점
큐큐치킨,126.89739644216915,37.55588850135416,서울 마포구 망원동 453-43,967541611,음식점 > 치킨,FD6,02-334-0892,http://place.map.kakao.com/967541611,망원나들목체육관,치킨전문점
화락바베큐치킨 망원역점,126.909020286223,37.5560989526039,서울 마포구 망원동 376-3,1882074751,음식점 > 치킨 > 화락바베큐치킨,FD6,02-332-8293,http://place.map.kakao.com/1882074751,망리단길,치킨전문점
광계토 숯불바베큐,126.905643063474,37.5606670591673,서울 마포구 망원동 477-18,15349129,음식점 > 치킨,FD6,02-335-1497,http://place.map.kakao.com/15349129,KB국민은행 망원동지점,치킨전문점
후라이드참잘하는집 마포점,126.90442897677757,37.55862262218206,서울 마포구 망원동 425-33,1528768693,음식점 > 치킨 > 후라이드참잘하는집,FD6,02-332-2279,http://place.map.kakao.com/1528768693,망원월드컵시장,치킨전문점
동근이숯불두마리치킨 서울망원점,126.90377147458273,37.56033398186376,서울 마포구 망원동 475-51,1773681412,음식점 > 치킨 > 동근이숯불두마리치킨,FD6,02-6449-2399,http://place.map.kakao.com/1773681412,KB국민은행 망원동지점,치킨전문점
티바두마리치킨 망원점,126.898948053191,37.5558916414911,서울 마포구 망원동 454-1,1732440983,음식점 > 치킨 > 티바두마리치킨,FD6,02-6954-7779,http://place.map.kakao.com/1732440983,망원나들목체육관,치킨전문점
반했닭옛날통닭 망원점,126.907320339206,37.5552407820413,서울 마포구 망원동 57-156,27337078,음식점 > 치킨,FD6,02-322-5613,http://place.map.kakao.com/27337078,망리단길,치킨전문점
교촌치킨 망원2동점,126.90793357772124,37.55812985867215,서울 마포구 망원동 482-9,11280281,음식점 > 치킨 > 교촌치킨,FD6,02-3143-5575,http://place.map.kakao.com/11280281,KB국민은행 망원동지점,치킨전문점
페리카나 망원동점,126.90295500546532,37.55979767111122,서울 마포구 망원동 475-42,8119334,음식점 > 치킨 > 페리카나,FD6,02-337-8060,http://place.map.kakao.com/8119334,KB국민은행 망원동지점,치킨전문점
60계치킨 서울망원점,126.90391951565944,37.552576516855474,서울 마포구 망원동 521,595486216,음식점 > 치킨 > 60계치킨,FD6,02-323-6060,http://place.map.kakao.com/595486216,망리단길,치킨전문점
가마치통닭 서울망원역점,126.90772636884262,37.555452834430056,서울 마포구 망원동 57-300,148256555,음식점 > 치킨 > 가마치통닭,FD6,02-325-7788,http://place.map.kakao.com/148256555,망리단길,치킨전문점
굽네치킨 망원1동점,126.90315495317074,37.55309576791896,서울 마포구 망원동 521,17723695,음식점 > 치킨 > 굽네치킨,FD6,02-332-8292,http://place.map.kakao.com/17723695,망리단길,치킨전문점
또바기치킨 망원시장점,126.9097183578104,37.555338145706834,서울 마포구 망원동 379-22,410524575,음식점 > 치킨,FD6,02-336-2212,http://place.map.kakao.com/410524575,망원역,치킨전문점
또래오래 마포망원점,126.904738006176,37.5568028580311,서울 마포구 망원동 414-5,18941529,음식점 > 치킨 > 또래오래,FD6,02-333-9554,http://place.map.kakao.com/18941529,망원시장,치킨전문점
탐스바베큐 TOM'S B.B.Q,126.896282012457,37.5540143541986,서울 마포구 망원동 205,797472816,음식점 > 치킨,FD6,없음,http://place.map.kakao.com/797472816,망리단길,치킨전문점
썬더치킨 망원점,126.9074553055103,37.55866647891585,서울 마포구 망원동 481-5,1079776286,음식점 > 치킨 > 썬더치킨,FD6,02-332-7747,http://place.map.kakao.com/1079776286,KB국민은행 망원동지점,치킨전문점
푸라닭치킨 망원점,126.905339104659,37.5575890109144,서울 마포구 망원동 423-17,1764665968,음식점 > 치킨 > 푸라닭치킨,FD6,02-332-9209,http://place.map.kakao.com/1764665968,망원월드컵시장,치킨전문점
